0	69.441	93.691	80.554	74.007	51.478	66.828	87.573	55.045	79.555	101.44	96.602	87.807	75.425	84.953	93.536	57.775	112.18	115.22	61.919	65.154	31.289	67.713	42.202	66.761	40.804	101.81	34.928	106.63	55.399	43.428	107.58	100.49	110.68	107.92	47.424	96.052	94.409	105.93	78.619	112.37	127.73	126.5	87.144	71.652	83.94	136.48	81.228	69.296	78.81	96.985	115.33	133.76	67.119	81.498	69.671	97.637	85.294	72.54	70.498	112.08	52.01	112.34	97.376	66.978	111.42	125.5	131.02	132.83	59.942	119.49	97.745	126.1	84.226	113.75	140.47	132.14	101.89	105.2	112.63	139.03	99.298	99.94	102.22
69.441	0	29.086	24.352	15.133	25.14	31.081	34.713	77.576	26.019	39.674	43.977	35.833	44.396	46.872	42.059	50.478	43.29	53.861	64.514	44.956	46.141	63.961	55.579	31	76.23	56.754	52.631	58.447	51.701	31.048	53.113	48.477	66.468	57.567	63.063	48.929	33	49.487	52.355	54.056	68.775	57.637	64.56	42.872	54.827	84.794	58.447	31.209	30.282	71.176	47	70.866	67.313	55.696	61.741	77.259	73.355	35.665	84.912	64.846	59.152	63.443	74.713	45.978	56.285	70.321	82.043	78.804	68.184	69.491	36.715	67.491	55.767	55.29	78.873	63.159	72.409	68.717	73.28	87.481	68.92	58.086	54.065
93.691	29.086	0	16.823	19.875	43.336	33.764	19.672	99.82	38.949	28	40.817	37.603	56.152	48.466	30.545	70.242	22.494	45.044	92.887	46.851	66.701	88.707	71.743	57.697	104.39	36.125	81.4	36.905	65.689	50.853	63.19	34.467	45.188	37.202	92.136	56.604	43.37	48.857	76.857	27.203	41.617	37.63	87.235	47.937	70.214	58.086	51.633	43.863	26.552	86.221	28.337	64.203	95.021	58.052	78.473	98.077	86.122	60.083	110.96	49.406	86.076	42.673	85.053	62.322	65.651	61.604	65.917	65.038	95.964	75.967	45.848	66.94	79.12	30.871	58.352	44.822	92.742	72.732	84.723	62.249	63.734	66.197	51.817
80.554	24.352	16.823	0	10	29.138	20.273	21.354	94.546	43.058	41.024	50.01	44.418	57.671	51.865	37.39	57.035	38.38	49.132	87.241	34.525	51.788	80.012	55.317	54.534	93.349	34.67	72.256	41.34	49.558	37.216	68.162	29.445	42.202	34.337	84.321	53.094	48.6	49.356	74.458	38.092	48.28	51.41	83.839	32.45	62.458	65.795	41.049	31.161	11.225	90.78	44.811	78.924	91.115	58.318	77.389	100.74	87.464	59.841	107.49	57.914	81.228	49.86	89.359	61.474	72.726	75.073	77.084	78.492	91.422	86.209	53.113	79.787	79.467	43.197	73.986	61.106	95.53	80.131	92.526	71.582	66.94	73.763	61.041
74.007	15.133	19.875	10	0	23.601	19.672	22.891	85.434	34.554	38.197	44.911	38.066	49.457	46.195	35.581	54.268	40.062	52.593	78.454	34.583	47.011	74.418	53.442	45.891	86.081	42.024	63.569	45.88	49.193	31.193	63.765	38.092	51.585	44.306	75.591	52.943	43.428	50.99	66.783	43.023	57.088	54.653	77.569	35.735	60.638	72.229	45.177	30.512	18.055	81.786	45.122	75.69	81.719	53.301	68.535	91.345	79.209	50.606	97.545	57.775	71.372	52.783	81.296	52.564	67.506	71.61	76.72	76.766	81.695	79.473	47.339	74.873	70.845	46.152	74.793	62.113	87.167	73.355	84.481	76.368	64.101	66.068	55.767
51.478	25.14	43.336	29.138	23.601	0	20.149	40.361	73.824	45.266	58.224	60.017	51.575	53.094	54.562	51.662	40.841	63.356	68.884	68.659	29.069	23.431	64.148	32.265	44.688	67.786	55.362	47.645	61.644	33	8.7178	74.786	51.361	63.797	58.532	61.879	59.211	56.683	63.253	64.969	63.765	76.642	77.214	74.993	30.887	58.189	90.033	44.811	27.964	28.302	85.592	68.125	95.089	73.722	56.939	65.146	92.266	78.899	52.077	88.148	73.164	61.278	69.145	85.1	51.633	79.649	89.269	93.354	94.942	71.924	92.288	61.351	91.712	71.372	66.851	96.338	85.094	89.95	82.498	93.199	94.387	71.624	75.75	69.419
66.828	31.081	33.764	20.273	19.672	20.149	0	24.393	82.898	46.787	49.84	53.16	46.626	52.735	47.043	38.432	57.602	56.089	68.71	86.856	15.067	39.357	83	44.486	59.068	87.664	36.014	66.227	42.544	44.755	25.02	82.807	44.721	46.883	46.087	80.753	67.705	62.618	67.194	80.616	47.413	62.929	70.795	91.356	34.264	71.764	71.007	27.749	37.947	22.204	90.454	60.622	92.011	90.383	48.394	68.862	103.01	79.881	63.891	101.92	57.801	75.558	51.039	85.311	54.626	86.522	81.603	78.975	83.75	87.869	94.8	66.136	91.241	84.9	51.274	83.863	78.032	102.12	79.234	97.601	75.703	59.11	76.145	62.873
87.573	34.713	19.672	21.354	22.891	40.361	24.393	0	91.318	40.175	29.85	36.565	33.481	48.27	36.469	18.055	75.954	38.846	64.078	97.463	32.985	62.209	97.067	68.498	64.915	105.71	26.42	81.197	23.854	66.633	45.837	79.284	45.376	42.202	42.743	94.223	72.574	58.121	66.963	86.533	24.88	49.749	55.163	98.798	51.352	82.735	52.163	37.643	51.72	30.887	84.906	41.28	74.034	98.6	42.344	69.75	101.92	76.72	65.977	109.12	36.959	84.297	30.033	78.134	54.653	80.38	61.221	57.079	61.425	96.737	82.849	59.135	75.908	87.241	27.092	59.716	58.498	101.56	66.851	88.595	54.736	47.212	65.399	46.583
55.045	77.576	99.82	94.546	85.434	73.824	82.898	91.318	0	68.272	91.63	79.234	73.116	51.468	66.671	86.238	96.26	112.74	130.53	66.993	82.383	69.75	95.609	86.735	71.225	72.56	112.86	51.439	108.4	97.052	67.097	109.73	122.47	128.27	127.64	59	118.29	95.755	123.98	83.923	113.38	139.8	129.75	99.99	104.11	113.06	137.79	99.83	97.036	99.403	57.671	111.01	115.72	60.175	63.356	30.364	68.666	40.902	65.833	39.038	98.838	34.073	108.02	54.314	41.376	106.48	100.93	111.07	109.74	46.744	93.867	93.306	105.49	76.577	109.88	125.3	126.4	87.184	69.9	80.784	134.32	80.012	69.296	78.67
79.555	26.019	38.949	43.058	34.554	45.266	46.787	40.175	68.272	0	28.089	24.352	16.401	25.02	31.177	35.214	73.926	45.398	69.469	67.831	57.393	63.64	79.887	76.72	37.148	87.304	66.513	59.573	60.638	75.961	47.843	56.604	69.145	80.567	74.92	68.381	69.231	36.77	67.513	57.393	55.937	79.806	62.105	73.899	68.081	76.544	86.273	71.225	57.175	52.479	48.031	43.29	55.145	65.131	43.943	45.133	61.887	53.047	31	75.425	54.461	53.61	60.465	50.863	29.883	53.113	49.295	67.335	60.539	64.031	48.888	33	49.457	51.701	52.402	66.558	58.549	63.922	43.578	50.941	84.416	56.4	32.202	31.78
